paper_id,title,year,month,topic,venue,citations,num_authors,page_length,has_code,impact_score
arxiv_2022_02985,Paper_2985,2022,6,GANs,ECCV,20,6,8,False,6.315173612131197
arxiv_2022_02986,Paper_2986,2022,3,Federated Learning,ACL,6,5,6,False,8.323734931873096
arxiv_2020_02987,Paper_2987,2020,10,Graph Neural Networks,AAAI,26,1,14,False,4.4301002703451955
arxiv_2024_02988,Paper_2988,2024,3,Transformers,ArXiv,6,3,16,False,2.2827846487711017
arxiv_2022_02989,Paper_2989,2022,4,Graph Neural Networks,ECCV,6,1,18,False,0.11085193305945179
arxiv_2024_02990,Paper_2990,2024,6,GANs,ICLR,6,5,5,False,1.0001418379682734
arxiv_2022_02991,Paper_2991,2022,3,Reinforcement Learning,ECCV,7,5,10,False,3.754638004477683
arxiv_2023_02992,Paper_2992,2023,7,LLMs,EMNLP,0,3,18,False,7.618552667844359
arxiv_2020_02993,Paper_2993,2020,2,GANs,ACL,51,4,11,False,4.251467884736214
arxiv_2021_02994,Paper_2994,2021,5,Diffusion Models,ArXiv,12,3,8,False,0.29516463514186914
arxiv_2021_02995,Paper_2995,2021,4,GANs,ACL,72,7,6,False,0.5082367543176549
arxiv_2020_02996,Paper_2996,2020,10,Computer Vision,ArXiv,97,3,16,False,1.64992267931312
arxiv_2024_02997,Paper_2997,2024,1,LLMs,ACL,0,7,16,False,25.2552288287918
arxiv_2022_02998,Paper_2998,2022,12,Federated Learning,CVPR,7,6,9,True,5.170480209959717
arxiv_2023_02999,Paper_2999,2023,3,Reinforcement Learning,ACL,7,4,8,False,0.38457416301072866
arxiv_2024_03000,Paper_3000,2024,3,Federated Learning,CVPR,4,6,12,False,8.00450420198491
arxiv_2024_03001,Paper_3001,2024,9,Transformers,ECCV,11,3,5,False,5.3496241401961795
arxiv_2022_03002,Paper_3002,2022,12,Transformers,NeurIPS,26,4,13,True,11.597325064394449
arxiv_2022_03003,Paper_3003,2022,5,Multimodal Learning,ACL,11,4,5,False,0.30900699568083106
arxiv_2023_03004,Paper_3004,2023,10,Federated Learning,IJCAI,9,6,10,False,1.8284846967259625
arxiv_2020_03005,Paper_3005,2020,3,Diffusion Models,IJCAI,22,5,9,True,6.036439699756382
arxiv_2021_03006,Paper_3006,2021,11,Reinforcement Learning,ACL,10,2,13,False,1.333504745183622
arxiv_2020_03007,Paper_3007,2020,1,Reinforcement Learning,EMNLP,30,4,14,False,1.161215145380761
arxiv_2024_03008,Paper_3008,2024,2,Transformers,ACL,14,7,14,False,10.82529118058001
arxiv_2023_03009,Paper_3009,2023,12,NLP,ECCV,33,5,8,False,0.35700838698721876
arxiv_2023_03010,Paper_3010,2023,10,LLMs,AAAI,7,2,7,False,2.377869691765917
arxiv_2024_03011,Paper_3011,2024,8,Federated Learning,ICLR,9,6,13,False,0.7395980657891363
arxiv_2022_03012,Paper_3012,2022,12,Diffusion Models,EMNLP,26,4,6,False,8.629474604427354
arxiv_2020_03013,Paper_3013,2020,11,Reinforcement Learning,CVPR,10,3,8,False,8.908654250074585
arxiv_2021_03014,Paper_3014,2021,2,LLMs,ICCV,8,2,18,False,0.3920517366049798
arxiv_2020_03015,Paper_3015,2020,11,Federated Learning,NeurIPS,51,3,17,False,1.7776316344862337
arxiv_2020_03016,Paper_3016,2020,12,GANs,IJCAI,95,3,8,False,6.447200647203271
arxiv_2022_03017,Paper_3017,2022,7,Federated Learning,AAAI,17,7,10,True,0.09834471009626433
arxiv_2023_03018,Paper_3018,2023,5,NLP,ECCV,25,2,10,False,5.521580506048846
arxiv_2021_03019,Paper_3019,2021,11,LLMs,CVPR,89,5,9,False,5.873529551828076
arxiv_2022_03020,Paper_3020,2022,9,GANs,ArXiv,11,7,17,False,3.6592451783588182
arxiv_2022_03021,Paper_3021,2022,1,Multimodal Learning,ArXiv,20,3,18,False,1.1388759108125837
arxiv_2024_03022,Paper_3022,2024,9,Graph Neural Networks,EMNLP,2,3,9,False,0.10601601187164801
arxiv_2020_03023,Paper_3023,2020,8,NLP,ICCV,62,1,5,False,1.3214598080269098
arxiv_2024_03024,Paper_3024,2024,1,Federated Learning,ArXiv,8,6,11,False,1.4730329155489823
arxiv_2024_03025,Paper_3025,2024,6,Computer Vision,ArXiv,0,6,15,False,5.0189628972640135
arxiv_2022_03026,Paper_3026,2022,8,Federated Learning,NeurIPS,41,7,14,False,2.273731186032349
arxiv_2023_03027,Paper_3027,2023,5,Diffusion Models,ArXiv,21,1,9,False,1.3695850549826647
arxiv_2024_03028,Paper_3028,2024,11,Graph Neural Networks,ECCV,17,4,13,False,1.723395145477626
arxiv_2024_03029,Paper_3029,2024,2,Diffusion Models,NeurIPS,10,7,12,False,1.8425524780885614
arxiv_2021_03030,Paper_3030,2021,8,Reinforcement Learning,ArXiv,95,4,14,False,0.7225910689817436
arxiv_2020_03031,Paper_3031,2020,2,GANs,EMNLP,114,4,19,False,9.814354471231127
arxiv_2022_03032,Paper_3032,2022,5,Reinforcement Learning,EMNLP,14,7,8,False,5.784301423726017
arxiv_2021_03033,Paper_3033,2021,12,NLP,IJCAI,94,7,6,False,3.8388888061065254
arxiv_2020_03034,Paper_3034,2020,12,GANs,ArXiv,58,3,15,True,8.078320433431895
arxiv_2020_03035,Paper_3035,2020,3,GANs,ArXiv,27,2,19,False,2.604055367037291
arxiv_2023_03036,Paper_3036,2023,9,Transformers,ECCV,2,3,4,False,6.878256571767732
arxiv_2021_03037,Paper_3037,2021,10,Multimodal Learning,ICCV,125,3,7,True,1.1625652000102464
arxiv_2021_03038,Paper_3038,2021,2,Transformers,ICLR,13,6,4,False,4.703465213015675
arxiv_2023_03039,Paper_3039,2023,2,Graph Neural Networks,ICLR,1,5,5,False,3.913777098191841
arxiv_2020_03040,Paper_3040,2020,3,Multimodal Learning,ArXiv,81,1,7,False,10.3427771820709
arxiv_2022_03041,Paper_3041,2022,10,Multimodal Learning,ArXiv,12,1,14,False,17.121270597890497
arxiv_2021_03042,Paper_3042,2021,10,GANs,ECCV,39,7,13,True,1.4976283932340184
arxiv_2023_03043,Paper_3043,2023,6,LLMs,ArXiv,0,1,16,False,0.5845920790512362
arxiv_2024_03044,Paper_3044,2024,6,Reinforcement Learning,AAAI,12,3,17,False,1.541396245286035
arxiv_2024_03045,Paper_3045,2024,11,Computer Vision,ACL,26,3,12,True,4.757082419465846
arxiv_2024_03046,Paper_3046,2024,3,Federated Learning,EMNLP,8,3,13,True,3.0293683965774965
arxiv_2022_03047,Paper_3047,2022,10,LLMs,CVPR,9,7,12,False,12.377231738715455
arxiv_2024_03048,Paper_3048,2024,3,NLP,ArXiv,0,5,13,False,3.5031335433805877
arxiv_2022_03049,Paper_3049,2022,5,Diffusion Models,ArXiv,23,2,13,False,16.84256951388553
arxiv_2022_03050,Paper_3050,2022,3,Federated Learning,ArXiv,25,7,5,False,4.77660560965684
arxiv_2024_03051,Paper_3051,2024,9,Graph Neural Networks,ICML,2,3,14,False,6.237059769611167
arxiv_2021_03052,Paper_3052,2021,3,NLP,ArXiv,35,1,6,True,4.491894550012148
arxiv_2020_03053,Paper_3053,2020,1,Reinforcement Learning,ICML,80,1,13,False,8.168972220097446
arxiv_2024_03054,Paper_3054,2024,9,Transformers,IJCAI,22,1,7,False,4.687354189953989
arxiv_2022_03055,Paper_3055,2022,12,LLMs,ECCV,18,6,14,False,4.5302707527454755
arxiv_2023_03056,Paper_3056,2023,2,Federated Learning,ICLR,20,7,11,True,2.3725416042145606
arxiv_2020_03057,Paper_3057,2020,11,Computer Vision,CVPR,92,2,4,True,1.6651650900005395
arxiv_2021_03058,Paper_3058,2021,7,Transformers,NeurIPS,41,2,9,False,0.7829244284194565
arxiv_2024_03059,Paper_3059,2024,11,NLP,IJCAI,6,2,19,True,4.109581198622505
arxiv_2022_03060,Paper_3060,2022,12,LLMs,ArXiv,13,2,12,False,0.3551433200679924
arxiv_2021_03061,Paper_3061,2021,3,Graph Neural Networks,EMNLP,35,5,19,False,9.870695199583677
arxiv_2022_03062,Paper_3062,2022,4,Graph Neural Networks,EMNLP,12,2,18,True,0.8373663287733245
arxiv_2023_03063,Paper_3063,2023,4,NLP,EMNLP,6,3,15,True,3.9643414507658297
arxiv_2024_03064,Paper_3064,2024,3,GANs,ArXiv,4,6,7,False,2.1440961407995602
arxiv_2020_03065,Paper_3065,2020,9,Multimodal Learning,ArXiv,107,4,5,False,5.075920531402598
arxiv_2024_03066,Paper_3066,2024,12,Reinforcement Learning,NeurIPS,8,4,10,False,2.3798426583513765
arxiv_2024_03067,Paper_3067,2024,2,Diffusion Models,AAAI,5,3,16,True,2.895149292398976
arxiv_2020_03068,Paper_3068,2020,6,Transformers,IJCAI,30,1,19,True,2.2906882554689165
arxiv_2020_03069,Paper_3069,2020,12,Multimodal Learning,ArXiv,29,2,12,True,0.2726525660186306
arxiv_2024_03070,Paper_3070,2024,3,Diffusion Models,IJCAI,0,5,9,False,4.376647076299877
arxiv_2024_03071,Paper_3071,2024,5,Federated Learning,ICCV,2,5,4,False,6.868401394125038
arxiv_2023_03072,Paper_3072,2023,12,LLMs,ICCV,33,5,15,False,6.039825738853076
arxiv_2022_03073,Paper_3073,2022,6,Transformers,ICML,16,3,7,False,7.796856229084711
arxiv_2021_03074,Paper_3074,2021,2,Federated Learning,ICCV,14,4,8,False,6.017990681805172
arxiv_2022_03075,Paper_3075,2022,6,Computer Vision,ACL,115,4,7,False,0.23177773195016127
arxiv_2024_03076,Paper_3076,2024,5,Multimodal Learning,ArXiv,22,5,18,False,6.872513592136507
arxiv_2022_03077,Paper_3077,2022,6,Multimodal Learning,ArXiv,48,3,14,True,19.183238323938962
arxiv_2020_03078,Paper_3078,2020,3,Diffusion Models,AAAI,65,6,14,True,5.111301670034763
arxiv_2022_03079,Paper_3079,2022,6,Graph Neural Networks,ArXiv,26,4,9,False,0.22938435307500055
arxiv_2020_03080,Paper_3080,2020,9,Transformers,CVPR,64,5,7,False,0.5548145924758457
arxiv_2020_03081,Paper_3081,2020,3,Federated Learning,ECCV,1,1,14,False,0.7985775855864645
arxiv_2024_03082,Paper_3082,2024,6,Federated Learning,ICCV,10,6,16,True,0.028522315424660383
arxiv_2020_03083,Paper_3083,2020,1,Graph Neural Networks,ArXiv,115,4,13,True,1.4311737048225315
arxiv_2022_03084,Paper_3084,2022,9,Diffusion Models,ICLR,15,1,4,False,1.7781837919425616
arxiv_2022_03085,Paper_3085,2022,9,Graph Neural Networks,ICML,21,3,14,False,1.5503035966428853
arxiv_2021_03086,Paper_3086,2021,8,Computer Vision,ICCV,57,6,12,True,10.062333797577871
arxiv_2022_03087,Paper_3087,2022,1,Computer Vision,CVPR,72,3,17,True,0.5059800195329374
arxiv_2022_03088,Paper_3088,2022,7,LLMs,ArXiv,53,6,9,True,0.6714443950045452
arxiv_2024_03089,Paper_3089,2024,10,Transformers,ICCV,1,6,11,True,7.997822049008551
arxiv_2023_03090,Paper_3090,2023,12,LLMs,NeurIPS,0,4,14,False,0.04886740187321097
arxiv_2021_03091,Paper_3091,2021,6,Transformers,AAAI,16,6,13,False,6.030236943271446
arxiv_2021_03092,Paper_3092,2021,8,LLMs,ArXiv,12,2,8,False,6.6423388562196966
arxiv_2024_03093,Paper_3093,2024,10,Graph Neural Networks,ACL,10,6,12,False,7.803453413275622
arxiv_2022_03094,Paper_3094,2022,1,GANs,NeurIPS,34,6,12,False,9.221289445258904
arxiv_2024_03095,Paper_3095,2024,8,Multimodal Learning,ArXiv,2,6,4,False,2.1796069116396395
arxiv_2023_03096,Paper_3096,2023,3,LLMs,AAAI,23,3,7,False,3.379976007408223
arxiv_2024_03097,Paper_3097,2024,4,Diffusion Models,ICLR,10,4,5,True,3.3485715326308014
arxiv_2020_03098,Paper_3098,2020,3,NLP,CVPR,49,3,17,False,12.81428107901773
arxiv_2021_03099,Paper_3099,2021,9,Computer Vision,EMNLP,6,6,7,False,9.65462545889212
arxiv_2021_03100,Paper_3100,2021,10,Multimodal Learning,ArXiv,22,7,4,True,7.2313146067069365
arxiv_2020_03101,Paper_3101,2020,5,LLMs,ArXiv,56,6,14,False,2.572247803522558
arxiv_2022_03102,Paper_3102,2022,7,LLMs,IJCAI,0,4,5,False,1.7334796481383894
arxiv_2022_03103,Paper_3103,2022,12,Reinforcement Learning,EMNLP,16,7,9,False,4.413826517642173
arxiv_2023_03104,Paper_3104,2023,12,NLP,IJCAI,8,6,16,False,1.2630544649592204
arxiv_2024_03105,Paper_3105,2024,11,Reinforcement Learning,ArXiv,10,6,5,False,7.913618212162389
arxiv_2023_03106,Paper_3106,2023,10,Transformers,ICML,6,7,18,False,2.280954282460903
arxiv_2023_03107,Paper_3107,2023,7,Transformers,ACL,28,2,9,False,8.692944519818234
arxiv_2024_03108,Paper_3108,2024,7,GANs,ACL,0,1,16,False,2.319515352706169
arxiv_2024_03109,Paper_3109,2024,6,Diffusion Models,ICML,1,6,17,True,1.7374809387595813
arxiv_2020_03110,Paper_3110,2020,2,LLMs,ArXiv,89,2,17,False,3.6131468554390773
arxiv_2021_03111,Paper_3111,2021,3,Federated Learning,NeurIPS,16,6,12,True,0.293100120557663
arxiv_2021_03112,Paper_3112,2021,12,Reinforcement Learning,EMNLP,52,5,14,True,1.848828598016992
arxiv_2020_03113,Paper_3113,2020,6,Reinforcement Learning,ICCV,41,1,14,False,0.7855323043750261
arxiv_2021_03114,Paper_3114,2021,1,Graph Neural Networks,ECCV,4,2,6,True,0.9501274755423911
arxiv_2024_03115,Paper_3115,2024,10,NLP,ArXiv,46,5,14,True,0.6424009541433638
arxiv_2023_03116,Paper_3116,2023,10,Federated Learning,EMNLP,11,5,8,False,5.977138062735081
arxiv_2020_03117,Paper_3117,2020,5,Diffusion Models,ICCV,33,6,12,False,6.6937596818164415
arxiv_2021_03118,Paper_3118,2021,8,Reinforcement Learning,EMNLP,125,1,10,False,3.903022724473015
arxiv_2024_03119,Paper_3119,2024,3,Computer Vision,ECCV,1,3,12,False,1.9735593952385861
arxiv_2021_03120,Paper_3120,2021,6,Federated Learning,EMNLP,55,1,7,False,6.555937558038423
arxiv_2021_03121,Paper_3121,2021,8,Reinforcement Learning,NeurIPS,23,7,9,False,1.5397200212977824
arxiv_2020_03122,Paper_3122,2020,1,Graph Neural Networks,ArXiv,101,5,11,False,0.34906993242794
arxiv_2024_03123,Paper_3123,2024,10,Transformers,ACL,4,6,13,False,1.2628164943202125
arxiv_2020_03124,Paper_3124,2020,10,NLP,ICML,90,6,11,False,3.681276316289472
arxiv_2024_03125,Paper_3125,2024,4,Computer Vision,ArXiv,3,7,18,False,25.31278623541325
arxiv_2023_03126,Paper_3126,2023,1,Transformers,ICCV,66,7,9,False,2.4024565839354666
arxiv_2021_03127,Paper_3127,2021,4,LLMs,NeurIPS,8,1,10,False,1.3267976480101782
arxiv_2023_03128,Paper_3128,2023,7,Transformers,EMNLP,40,4,8,True,6.199713352653577
arxiv_2024_03129,Paper_3129,2024,8,Multimodal Learning,ArXiv,15,3,10,False,9.299970922883269
arxiv_2021_03130,Paper_3130,2021,8,NLP,ArXiv,79,6,4,False,5.139208452715927
arxiv_2020_03131,Paper_3131,2020,5,GANs,ICLR,12,3,19,True,8.45035897852968
arxiv_2023_03132,Paper_3132,2023,5,Diffusion Models,ArXiv,46,7,17,True,5.051424453455838
arxiv_2022_03133,Paper_3133,2022,10,Diffusion Models,ICCV,40,7,10,False,1.9363170382613526
arxiv_2020_03134,Paper_3134,2020,1,LLMs,ICCV,31,3,14,False,9.614663920251209
arxiv_2022_03135,Paper_3135,2022,6,GANs,ECCV,52,1,19,True,6.814579617677112
arxiv_2023_03136,Paper_3136,2023,10,Multimodal Learning,ACL,8,3,9,False,2.0966886095167325
arxiv_2023_03137,Paper_3137,2023,6,NLP,ArXiv,21,1,11,False,11.162917196777816
arxiv_2020_03138,Paper_3138,2020,9,Computer Vision,NeurIPS,0,5,9,True,0.016266071146187056
arxiv_2021_03139,Paper_3139,2021,12,GANs,ICCV,125,1,6,True,5.609488835054945
arxiv_2022_03140,Paper_3140,2022,2,NLP,ArXiv,21,1,10,False,1.3383257663895975
arxiv_2023_03141,Paper_3141,2023,6,Diffusion Models,EMNLP,38,6,11,False,0.4695827321128948
arxiv_2024_03142,Paper_3142,2024,9,Diffusion Models,ICLR,10,7,18,True,1.1258208446250642
arxiv_2020_03143,Paper_3143,2020,7,Computer Vision,ArXiv,20,3,15,True,8.627118918390176
arxiv_2023_03144,Paper_3144,2023,10,LLMs,IJCAI,17,5,15,True,11.9424851639044
arxiv_2022_03145,Paper_3145,2022,11,Graph Neural Networks,ICCV,36,2,19,False,0.4268031805059065
arxiv_2023_03146,Paper_3146,2023,4,Diffusion Models,AAAI,111,1,11,False,1.3489460508081599
arxiv_2021_03147,Paper_3147,2021,11,Computer Vision,IJCAI,47,5,15,False,10.572279109567093
arxiv_2023_03148,Paper_3148,2023,10,Diffusion Models,IJCAI,15,5,11,False,4.090298570666773
arxiv_2020_03149,Paper_3149,2020,2,Transformers,ECCV,24,1,17,False,6.4545983571563506
arxiv_2021_03150,Paper_3150,2021,6,Graph Neural Networks,ArXiv,78,4,16,False,4.014441136290704
arxiv_2023_03151,Paper_3151,2023,11,Diffusion Models,ArXiv,52,4,19,False,0.2893503179770957
arxiv_2024_03152,Paper_3152,2024,12,GANs,NeurIPS,4,3,18,False,4.662437099716937
arxiv_2022_03153,Paper_3153,2022,9,GANs,ECCV,14,5,15,True,1.5012876220074869
arxiv_2023_03154,Paper_3154,2023,12,Diffusion Models,ArXiv,0,4,14,False,2.4156470067317444
arxiv_2023_03155,Paper_3155,2023,7,Computer Vision,ICLR,38,4,8,False,3.2764060065870155
arxiv_2021_03156,Paper_3156,2021,1,Graph Neural Networks,ACL,67,7,13,False,4.681246893306953
arxiv_2020_03157,Paper_3157,2020,8,Transformers,ArXiv,10,3,5,True,0.9987467730850512
arxiv_2020_03158,Paper_3158,2020,3,GANs,ECCV,43,4,19,False,1.5147503752268796
arxiv_2020_03159,Paper_3159,2020,10,Federated Learning,ArXiv,56,4,4,True,11.957309941478156
arxiv_2024_03160,Paper_3160,2024,6,Reinforcement Learning,IJCAI,0,4,16,False,2.9304529631813754
arxiv_2021_03161,Paper_3161,2021,10,GANs,ICCV,30,3,6,False,14.205857338119234
arxiv_2022_03162,Paper_3162,2022,5,Federated Learning,ArXiv,17,7,9,False,16.061515416481978
arxiv_2023_03163,Paper_3163,2023,6,Diffusion Models,ArXiv,3,7,15,True,14.10762429604137
arxiv_2023_03164,Paper_3164,2023,10,LLMs,ICLR,37,4,8,False,0.5345579443788282
arxiv_2023_03165,Paper_3165,2023,8,Federated Learning,IJCAI,1,4,11,False,2.9510729087938476
arxiv_2024_03166,Paper_3166,2024,8,LLMs,ICLR,5,6,13,True,2.102767803875571
arxiv_2024_03167,Paper_3167,2024,3,GANs,AAAI,0,4,6,False,18.692366923336117
arxiv_2023_03168,Paper_3168,2023,5,Multimodal Learning,ICCV,17,3,17,True,4.457933174335016
arxiv_2020_03169,Paper_3169,2020,2,Multimodal Learning,ArXiv,224,4,17,False,3.434261587954862
arxiv_2020_03170,Paper_3170,2020,7,LLMs,AAAI,51,4,13,False,5.79989418996174
arxiv_2020_03171,Paper_3171,2020,6,NLP,ICLR,0,2,8,False,2.130808962433346
arxiv_2024_03172,Paper_3172,2024,9,LLMs,ECCV,2,3,7,False,10.457136785020706
arxiv_2024_03173,Paper_3173,2024,5,LLMs,ArXiv,6,3,15,False,0.4233835175769811
arxiv_2024_03174,Paper_3174,2024,2,NLP,ArXiv,6,7,17,False,5.506511043097912
arxiv_2022_03175,Paper_3175,2022,6,LLMs,ACL,66,3,13,False,5.271280089144014
arxiv_2022_03176,Paper_3176,2022,12,LLMs,ICML,0,5,12,False,3.759800885162754
arxiv_2022_03177,Paper_3177,2022,7,LLMs,ICCV,79,7,10,True,0.3835760122310965
arxiv_2020_03178,Paper_3178,2020,9,Computer Vision,EMNLP,13,7,5,True,2.022467631550575
arxiv_2023_03179,Paper_3179,2023,3,Graph Neural Networks,ICCV,91,7,6,False,6.4314203294093275
arxiv_2021_03180,Paper_3180,2021,7,GANs,IJCAI,45,3,12,False,4.235225729764672
arxiv_2020_03181,Paper_3181,2020,1,Federated Learning,ArXiv,56,4,19,True,1.1666536934971319
arxiv_2021_03182,Paper_3182,2021,11,LLMs,ACL,13,5,4,True,2.149864691366688
arxiv_2020_03183,Paper_3183,2020,4,GANs,ArXiv,64,6,13,True,2.3237322526779476
arxiv_2023_03184,Paper_3184,2023,7,NLP,ECCV,7,2,5,False,14.551771014546901
arxiv_2020_03185,Paper_3185,2020,4,Multimodal Learning,ICML,74,1,5,False,1.569206093614686
arxiv_2024_03186,Paper_3186,2024,11,Reinforcement Learning,ICLR,9,7,13,False,0.20078785639827249
arxiv_2021_03187,Paper_3187,2021,11,Diffusion Models,ArXiv,237,2,15,False,0.33074095997064656
arxiv_2023_03188,Paper_3188,2023,4,Graph Neural Networks,ACL,42,5,8,False,0.8995339076287603
arxiv_2023_03189,Paper_3189,2023,4,LLMs,IJCAI,15,1,15,True,1.5219712987937606
arxiv_2023_03190,Paper_3190,2023,6,Computer Vision,ArXiv,4,7,16,False,16.704032373553627
arxiv_2022_03191,Paper_3191,2022,2,GANs,ArXiv,61,6,18,False,1.2683789042705444
arxiv_2024_03192,Paper_3192,2024,6,Graph Neural Networks,EMNLP,12,6,8,True,0.48748410863593183
arxiv_2024_03193,Paper_3193,2024,12,Diffusion Models,ICCV,2,1,10,False,1.1519142216051177
arxiv_2021_03194,Paper_3194,2021,8,GANs,ICCV,7,7,4,False,0.09868032580473662
arxiv_2024_03195,Paper_3195,2024,12,Reinforcement Learning,ArXiv,9,5,6,False,6.442110190072869
arxiv_2020_03196,Paper_3196,2020,6,Diffusion Models,ICML,22,1,10,False,0.9705710809096896
arxiv_2024_03197,Paper_3197,2024,6,Multimodal Learning,ECCV,2,1,5,False,4.16662862769969
arxiv_2023_03198,Paper_3198,2023,1,Diffusion Models,ArXiv,57,3,11,True,14.001854964335116
arxiv_2024_03199,Paper_3199,2024,11,Computer Vision,EMNLP,9,3,18,False,8.265164463877678
arxiv_2022_03200,Paper_3200,2022,3,Multimodal Learning,ArXiv,10,6,11,True,1.301334542949354
arxiv_2024_03201,Paper_3201,2024,1,Graph Neural Networks,ECCV,0,7,14,True,5.241094517130608
arxiv_2024_03202,Paper_3202,2024,12,Graph Neural Networks,ECCV,10,7,10,False,6.70704948225636
arxiv_2022_03203,Paper_3203,2022,7,NLP,EMNLP,5,1,18,False,6.892956574572464
arxiv_2020_03204,Paper_3204,2020,2,LLMs,IJCAI,53,7,16,False,0.2287912225759087
arxiv_2024_03205,Paper_3205,2024,11,Graph Neural Networks,ArXiv,8,6,16,False,3.3062394131458834
arxiv_2022_03206,Paper_3206,2022,4,NLP,ArXiv,36,6,13,False,0.5127982526214457
arxiv_2024_03207,Paper_3207,2024,7,GANs,ICCV,15,6,4,True,7.408496074024679
arxiv_2023_03208,Paper_3208,2023,10,Diffusion Models,ArXiv,49,7,14,False,0.16948428417276562
arxiv_2021_03209,Paper_3209,2021,10,LLMs,CVPR,55,4,17,False,10.068190479419567
arxiv_2023_03210,Paper_3210,2023,3,Reinforcement Learning,EMNLP,22,1,4,False,1.5620306452466906
arxiv_2022_03211,Paper_3211,2022,10,Reinforcement Learning,ICCV,0,1,8,False,9.624163192249355
arxiv_2022_03212,Paper_3212,2022,11,Transformers,ArXiv,10,5,13,False,2.0541063728022966
arxiv_2020_03213,Paper_3213,2020,6,GANs,ArXiv,85,7,11,False,3.470092050016394
arxiv_2023_03214,Paper_3214,2023,10,Graph Neural Networks,ArXiv,0,2,11,False,6.242705136356596
arxiv_2024_03215,Paper_3215,2024,6,Graph Neural Networks,ACL,14,4,13,True,4.138758428438385
arxiv_2020_03216,Paper_3216,2020,1,Computer Vision,ArXiv,37,5,5,False,2.7679428065441583
arxiv_2023_03217,Paper_3217,2023,9,GANs,ACL,16,6,16,True,0.4846744831904156
arxiv_2023_03218,Paper_3218,2023,4,NLP,IJCAI,22,1,6,True,2.8777906161033706
arxiv_2020_03219,Paper_3219,2020,8,Transformers,ECCV,6,1,15,True,0.7807953335790485
arxiv_2021_03220,Paper_3220,2021,1,Graph Neural Networks,ArXiv,13,4,4,False,0.32352983274239444
arxiv_2022_03221,Paper_3221,2022,4,LLMs,AAAI,43,2,15,True,5.16406982856373
arxiv_2020_03222,Paper_3222,2020,1,Diffusion Models,AAAI,13,6,15,True,2.158309970594135
arxiv_2021_03223,Paper_3223,2021,7,Multimodal Learning,ECCV,89,1,14,False,1.2008850532593511
arxiv_2021_03224,Paper_3224,2021,6,Transformers,ArXiv,34,2,16,False,5.067236200220659
arxiv_2022_03225,Paper_3225,2022,2,Computer Vision,ICML,0,3,16,False,1.6129996888087161
arxiv_2024_03226,Paper_3226,2024,10,Computer Vision,EMNLP,5,4,10,False,2.0029161655921484
arxiv_2020_03227,Paper_3227,2020,8,LLMs,AAAI,55,3,7,True,8.37717516004918
arxiv_2024_03228,Paper_3228,2024,11,Federated Learning,EMNLP,18,6,4,False,3.5299948384520183
arxiv_2023_03229,Paper_3229,2023,2,Computer Vision,ICML,7,7,10,True,1.5397928375522159
arxiv_2024_03230,Paper_3230,2024,1,NLP,CVPR,38,2,16,False,4.084568685510239
arxiv_2024_03231,Paper_3231,2024,1,Transformers,EMNLP,5,6,16,False,0.2709217151505317
arxiv_2022_03232,Paper_3232,2022,12,Federated Learning,ArXiv,31,5,4,True,0.6275865926366574
arxiv_2024_03233,Paper_3233,2024,11,LLMs,IJCAI,29,2,14,True,0.4496448600854487
arxiv_2023_03234,Paper_3234,2023,2,Transformers,ACL,7,5,5,True,0.6749530711399077
arxiv_2023_03235,Paper_3235,2023,10,Graph Neural Networks,ICML,2,4,5,False,2.429565148103827
arxiv_2020_03236,Paper_3236,2020,1,Graph Neural Networks,ACL,19,2,11,False,3.1958149938876126
arxiv_2023_03237,Paper_3237,2023,1,Multimodal Learning,IJCAI,6,5,11,False,3.474055483370475
arxiv_2023_03238,Paper_3238,2023,11,Federated Learning,ICML,27,3,13,False,3.5541815670537003
arxiv_2024_03239,Paper_3239,2024,4,Diffusion Models,EMNLP,11,7,18,False,1.4718042724743006
arxiv_2022_03240,Paper_3240,2022,2,Federated Learning,EMNLP,5,1,12,False,3.391407702080176
arxiv_2023_03241,Paper_3241,2023,11,Transformers,ICLR,3,7,11,True,1.768619067008455
arxiv_2022_03242,Paper_3242,2022,11,Transformers,ICML,10,7,13,False,5.326958130335465
arxiv_2024_03243,Paper_3243,2024,11,Diffusion Models,ICCV,19,1,6,False,3.5020830053302925
arxiv_2022_03244,Paper_3244,2022,12,Reinforcement Learning,ICLR,0,6,11,False,5.781151792637736
arxiv_2022_03245,Paper_3245,2022,6,Multimodal Learning,ArXiv,76,6,14,False,5.690745615468302
arxiv_2021_03246,Paper_3246,2021,10,Reinforcement Learning,ICML,81,6,11,False,6.8296894895379605
arxiv_2023_03247,Paper_3247,2023,9,GANs,ArXiv,5,5,14,True,3.800487171460177
arxiv_2024_03248,Paper_3248,2024,3,Computer Vision,ArXiv,15,2,15,False,2.0117342271729393
arxiv_2024_03249,Paper_3249,2024,3,GANs,IJCAI,10,2,6,False,9.5606543132511
arxiv_2024_03250,Paper_3250,2024,5,Multimodal Learning,ArXiv,12,2,15,True,0.5982834844634165
arxiv_2024_03251,Paper_3251,2024,3,LLMs,ArXiv,22,6,19,False,0.9684453649057909
arxiv_2021_03252,Paper_3252,2021,11,Diffusion Models,EMNLP,126,6,6,False,1.9762643668641764
arxiv_2022_03253,Paper_3253,2022,12,Graph Neural Networks,EMNLP,56,3,19,False,5.8870585119581795
arxiv_2021_03254,Paper_3254,2021,1,Transformers,CVPR,40,3,10,True,8.82437183049426
